,name,retail,link,image,size,return_1month,model,collab,classic,limited_release,GS,model_encode,profit_1month
0,Jordan 10 Retro Drake OVO Black,225,https://stockx.com/jordan-10-retro-drake-ovo-black,"https://stockx.imgix.net/Air-Jordan-10-Retro-Drake-OVO-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",8,2.111111111,Jordan Other,1,0,1,0,13,1
1,Jordan 10 Retro Drake OVO Black,225,https://stockx.com/jordan-10-retro-drake-ovo-black,"https://stockx.imgix.net/Air-Jordan-10-Retro-Drake-OVO-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",8.5,0.911111111,Jordan Other,1,0,1,0,13,1
2,Jordan 10 Retro Drake OVO Black,225,https://stockx.com/jordan-10-retro-drake-ovo-black,"https://stockx.imgix.net/Air-Jordan-10-Retro-Drake-OVO-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",9,1.555555556,Jordan Other,1,0,1,0,13,1
3,Jordan 10 Retro Drake OVO Black,225,https://stockx.com/jordan-10-retro-drake-ovo-black,"https://stockx.imgix.net/Air-Jordan-10-Retro-Drake-OVO-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",9.5,1.444444444,Jordan Other,1,0,1,0,13,1
4,Jordan 10 Retro Drake OVO Black,225,https://stockx.com/jordan-10-retro-drake-ovo-black,"https://stockx.imgix.net/Air-Jordan-10-Retro-Drake-OVO-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",10,1.471111111,Jordan Other,1,0,1,0,13,1
5,Jordan 10 Retro Drake OVO Black,225,https://stockx.com/jordan-10-retro-drake-ovo-black,"https://stockx.imgix.net/Air-Jordan-10-Retro-Drake-OVO-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",10.5,1.493333333,Jordan Other,1,0,1,0,13,1
6,Jordan 10 Retro Drake OVO Black,225,https://stockx.com/jordan-10-retro-drake-ovo-black,"https://stockx.imgix.net/Air-Jordan-10-Retro-Drake-OVO-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",11,1.444444444,Jordan Other,1,0,1,0,13,1
7,Jordan 10 Retro Drake OVO Black,225,https://stockx.com/jordan-10-retro-drake-ovo-black,"https://stockx.imgix.net/Air-Jordan-10-Retro-Drake-OVO-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",11.5,1.555555556,Jordan Other,1,0,1,0,13,1
8,Jordan 10 Retro Drake OVO Black,225,https://stockx.com/jordan-10-retro-drake-ovo-black,"https://stockx.imgix.net/Air-Jordan-10-Retro-Drake-OVO-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",12,1.777777778,Jordan Other,1,0,1,0,13,1
9,Jordan 10 Retro Drake OVO Black,225,https://stockx.com/jordan-10-retro-drake-ovo-black,"https://stockx.imgix.net/Air-Jordan-10-Retro-Drake-OVO-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",13,1.888888889,Jordan Other,1,0,1,0,13,1
10,Jordan 10 Retro Drake OVO Black,225,https://stockx.com/jordan-10-retro-drake-ovo-black,"https://stockx.imgix.net/Air-Jordan-10-Retro-Drake-OVO-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",14,2.053333333,Jordan Other,1,0,1,0,13,1
11,Nike Air Max 98 Supreme Black,175,https://stockx.com/air-max-98-supreme-black,"https://stockx.imgix.net/Nike-Air-Max-98-Supreme-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",8,0.714285714,Nike Air Max,1,0,1,0,15,1
12,Nike Air Max 98 Supreme Black,175,https://stockx.com/air-max-98-supreme-black,"https://stockx.imgix.net/Nike-Air-Max-98-Supreme-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",9,0.714285714,Nike Air Max,1,0,1,0,15,1
13,Nike Air Max 98 Supreme Black,175,https://stockx.com/air-max-98-supreme-black,"https://stockx.imgix.net/Nike-Air-Max-98-Supreme-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",9.5,0.571428571,Nike Air Max,1,0,1,0,15,1
14,Nike Air Max 98 Supreme Black,175,https://stockx.com/air-max-98-supreme-black,"https://stockx.imgix.net/Nike-Air-Max-98-Supreme-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",10,0.857142857,Nike Air Max,1,0,1,0,15,1
15,Nike Air Max 98 Supreme Black,175,https://stockx.com/air-max-98-supreme-black,"https://stockx.imgix.net/Nike-Air-Max-98-Supreme-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",10.5,1.068571429,Nike Air Max,1,0,1,0,15,1
16,Nike Air Max 98 Supreme Black,175,https://stockx.com/air-max-98-supreme-black,"https://stockx.imgix.net/Nike-Air-Max-98-Supreme-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",11,0.714285714,Nike Air Max,1,0,1,0,15,1
17,Nike Air Max 98 Supreme Black,175,https://stockx.com/air-max-98-supreme-black,"https://stockx.imgix.net/Nike-Air-Max-98-Supreme-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",12,0.028571429,Nike Air Max,1,0,1,0,15,0
18,adidas Ultra Boost 2.0 Triple White,180,https://stockx.com/adidas-ultra-boost-triple-white,"https://stockx.imgix.net/Adidas-Ultra-Boost-Triple-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1559766947",7.5,0.591666667,Adidas Ultra Boost,0,0,0,0,2,1
19,adidas Ultra Boost 2.0 Triple White,180,https://stockx.com/adidas-ultra-boost-triple-white,"https://stockx.imgix.net/Adidas-Ultra-Boost-Triple-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1559766947",8,0.563888889,Adidas Ultra Boost,0,0,0,0,2,1
20,adidas Ultra Boost 2.0 Triple White,180,https://stockx.com/adidas-ultra-boost-triple-white,"https://stockx.imgix.net/Adidas-Ultra-Boost-Triple-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1559766947",8.5,0.388888889,Adidas Ultra Boost,0,0,0,0,2,1
21,adidas Ultra Boost 2.0 Triple White,180,https://stockx.com/adidas-ultra-boost-triple-white,"https://stockx.imgix.net/Adidas-Ultra-Boost-Triple-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1559766947",9,0.527777778,Adidas Ultra Boost,0,0,0,0,2,1
22,adidas Ultra Boost 2.0 Triple White,180,https://stockx.com/adidas-ultra-boost-triple-white,"https://stockx.imgix.net/Adidas-Ultra-Boost-Triple-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1559766947",9.5,0.547777778,Adidas Ultra Boost,0,0,0,0,2,1
23,adidas Ultra Boost 2.0 Triple White,180,https://stockx.com/adidas-ultra-boost-triple-white,"https://stockx.imgix.net/Adidas-Ultra-Boost-Triple-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1559766947",10,0.527777778,Adidas Ultra Boost,0,0,0,0,2,1
24,adidas Ultra Boost 2.0 Triple White,180,https://stockx.com/adidas-ultra-boost-triple-white,"https://stockx.imgix.net/Adidas-Ultra-Boost-Triple-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1559766947",10.5,0.527777778,Adidas Ultra Boost,0,0,0,0,2,1
25,adidas Ultra Boost 2.0 Triple White,180,https://stockx.com/adidas-ultra-boost-triple-white,"https://stockx.imgix.net/Adidas-Ultra-Boost-Triple-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1559766947",11,0.527777778,Adidas Ultra Boost,0,0,0,0,2,1
26,adidas Ultra Boost 2.0 Triple White,180,https://stockx.com/adidas-ultra-boost-triple-white,"https://stockx.imgix.net/Adidas-Ultra-Boost-Triple-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1559766947",11.5,0.388888889,Adidas Ultra Boost,0,0,0,0,2,1
27,adidas Ultra Boost 2.0 Triple White,180,https://stockx.com/adidas-ultra-boost-triple-white,"https://stockx.imgix.net/Adidas-Ultra-Boost-Triple-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1559766947",12,0.388888889,Adidas Ultra Boost,0,0,0,0,2,1
28,adidas Ultra Boost 2.0 Triple White,180,https://stockx.com/adidas-ultra-boost-triple-white,"https://stockx.imgix.net/Adidas-Ultra-Boost-Triple-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1559766947",13,0.388888889,Adidas Ultra Boost,0,0,0,0,2,1
29,adidas Ultra Boost 2.0 Triple White,180,https://stockx.com/adidas-ultra-boost-triple-white,"https://stockx.imgix.net/Adidas-Ultra-Boost-Triple-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1559766947",14,0.666666667,Adidas Ultra Boost,0,0,0,0,2,1
30,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",7,0.842105263,Jordan 12,0,0,0,0,7,1
31,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",7.5,0.789473684,Jordan 12,0,0,0,0,7,1
32,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",8,0.710526316,Jordan 12,0,0,0,0,7,1
33,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",8.5,0.710526316,Jordan 12,0,0,0,0,7,1
34,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",9,0.710526316,Jordan 12,0,0,0,0,7,1
35,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",9.5,0.487368421,Jordan 12,0,0,0,0,7,1
36,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",10,0.410526316,Jordan 12,0,0,0,0,7,1
37,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",10.5,0.484210526,Jordan 12,0,0,0,0,7,1
38,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",11,0.589473684,Jordan 12,0,0,0,0,7,1
39,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",11.5,0.710526316,Jordan 12,0,0,0,0,7,1
40,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",12,0.710526316,Jordan 12,0,0,0,0,7,1
41,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",12.5,0.710526316,Jordan 12,0,0,0,0,7,1
42,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",13,0.710526316,Jordan 12,0,0,0,0,7,1
43,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",13.5,0.710526316,Jordan 12,0,0,0,0,7,1
44,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",14,0.710526316,Jordan 12,0,0,0,0,7,1
45,Jordan 12 Retro Flu Game (2016),190,https://stockx.com/jordan-12-retro-flu-game-2016,"https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",15,0.710526316,Jordan 12,0,0,0,0,7,1
46,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",6,3.642857143,Yeezy 750,0,0,1,0,27,1
47,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",6.5,4,Yeezy 750,0,0,1,0,27,1
48,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",7,3.285714286,Yeezy 750,0,0,1,0,27,1
49,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",7.5,4.788571429,Yeezy 750,0,0,1,0,27,1
50,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",8,3.285714286,Yeezy 750,0,0,1,0,27,1
51,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",8.5,3.285714286,Yeezy 750,0,0,1,0,27,1
52,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",9,4,Yeezy 750,0,0,1,0,27,1
53,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",9.5,3.285714286,Yeezy 750,0,0,1,0,27,1
54,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",10,3.285714286,Yeezy 750,0,0,1,0,27,1
55,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",10.5,2.878571429,Yeezy 750,0,0,1,0,27,1
56,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",11,3.285714286,Yeezy 750,0,0,1,0,27,1
57,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",11.5,3.285714286,Yeezy 750,0,0,1,0,27,1
58,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",12,3.285714286,Yeezy 750,0,0,1,0,27,1
59,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",12.5,2.714285714,Yeezy 750,0,0,1,0,27,1
60,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",13,4,Yeezy 750,0,0,1,0,27,1
61,adidas Yeezy Boost 750 Light Grey Glow In the Dark,350,https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",13.5,4.714285714,Yeezy 750,0,0,1,0,27,1
62,adidas NMD HU Pharrell Human Race Yellow,240,https://stockx.com/adidas-nmd-pharrell-hu-human-race-yellow,"https://stockx.imgix.net/Adidas-NMD-HU-Pharrell-Williams-Yellow.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",9,1.916666667,Adidas NMD,1,0,1,0,0,1
63,adidas NMD HU Pharrell Human Race Yellow,240,https://stockx.com/adidas-nmd-pharrell-hu-human-race-yellow,"https://stockx.imgix.net/Adidas-NMD-HU-Pharrell-Williams-Yellow.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",10,2.333333333,Adidas NMD,1,0,1,0,0,1
64,adidas NMD HU Pharrell Human Race Yellow,240,https://stockx.com/adidas-nmd-pharrell-hu-human-race-yellow,"https://stockx.imgix.net/Adidas-NMD-HU-Pharrell-Williams-Yellow.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",10.5,2.6625,Adidas NMD,1,0,1,0,0,1
65,adidas NMD HU Pharrell Human Race Yellow,240,https://stockx.com/adidas-nmd-pharrell-hu-human-race-yellow,"https://stockx.imgix.net/Adidas-NMD-HU-Pharrell-Williams-Yellow.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",9,1.916666667,Adidas NMD,1,0,1,0,0,1
66,adidas NMD HU Pharrell Human Race Yellow,240,https://stockx.com/adidas-nmd-pharrell-hu-human-race-yellow,"https://stockx.imgix.net/Adidas-NMD-HU-Pharrell-Williams-Yellow.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",10,2.333333333,Adidas NMD,1,0,1,0,0,1
67,adidas NMD HU Pharrell Human Race Yellow,240,https://stockx.com/adidas-nmd-pharrell-hu-human-race-yellow,"https://stockx.imgix.net/Adidas-NMD-HU-Pharrell-Williams-Yellow.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",10.5,2.6625,Adidas NMD,1,0,1,0,0,1
68,Jordan 5 Retro Black Metallic (2016),220,https://stockx.com/jordan-5-retro-black-metallic-2016,"https://stockx.imgix.net/Air-Jordan-5-Retro-Black-Metallic-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",7,0.363636364,Jordan 5,0,0,0,0,11,1
69,Jordan 5 Retro Black Metallic (2016),220,https://stockx.com/jordan-5-retro-black-metallic-2016,"https://stockx.imgix.net/Air-Jordan-5-Retro-Black-Metallic-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",7.5,0.136363636,Jordan 5,0,0,0,0,11,0
70,Jordan 5 Retro Black Metallic (2016),220,https://stockx.com/jordan-5-retro-black-metallic-2016,"https://stockx.imgix.net/Air-Jordan-5-Retro-Black-Metallic-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",8,0.477272727,Jordan 5,0,0,0,0,11,1
71,Jordan 5 Retro Black Metallic (2016),220,https://stockx.com/jordan-5-retro-black-metallic-2016,"https://stockx.imgix.net/Air-Jordan-5-Retro-Black-Metallic-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",8.5,0.136363636,Jordan 5,0,0,0,0,11,0
72,Jordan 5 Retro Black Metallic (2016),220,https://stockx.com/jordan-5-retro-black-metallic-2016,"https://stockx.imgix.net/Air-Jordan-5-Retro-Black-Metallic-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",9,0.25,Jordan 5,0,0,0,0,11,1
73,Jordan 5 Retro Black Metallic (2016),220,https://stockx.com/jordan-5-retro-black-metallic-2016,"https://stockx.imgix.net/Air-Jordan-5-Retro-Black-Metallic-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",9.5,0.25,Jordan 5,0,0,0,0,11,1
74,Jordan 5 Retro Black Metallic (2016),220,https://stockx.com/jordan-5-retro-black-metallic-2016,"https://stockx.imgix.net/Air-Jordan-5-Retro-Black-Metallic-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",10,0.420454545,Jordan 5,0,0,0,0,11,1
75,Jordan 5 Retro Black Metallic (2016),220,https://stockx.com/jordan-5-retro-black-metallic-2016,"https://stockx.imgix.net/Air-Jordan-5-Retro-Black-Metallic-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",10.5,0.306818182,Jordan 5,0,0,0,0,11,1
